demand_point_index,x_coordinate,y_coordinate,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
620,44.5,9.5,1.511920366,2.521147792,3.63998898,11.00671148,24.59048487,31.79259247,43.5413867,43.59129054,68.30410191,74.53385272,106.9049361
621,45.5,9.5,1.260029261,2.425816065,4.001311796,12.31074988,26.09733989,37.20105344,40.90226288,47.39101274,75.38270313,81.99693389,124.6520264
622,46.5,9.5,1.195058308,2.206886298,3.624667537,12.09549951,21.0345767,31.4775102,43.44156429,44.47016139,71.74842176,71.47519231,114.5796305
623,47.5,9.5,1.21477948,2.347196714,3.634995571,7.573477847,20.46949869,26.61244853,31.36886848,35.72926696,56.74664842,63.52627275,90.16361773
624,48.5,9.5,1.209750234,2.300638048,4.459448465,12.5499009,22.75508604,32.08330435,39.77772629,46.79111811,75.2983099,82.78416204,123.4921653
625,49.5,9.5,1.002348835,2.013895696,4.601666552,10.10209164,17.20167003,25.94001536,38.46506825,42.88902205,55.92306704,79.52914215,94.80161128
626,50.5,9.5,0.404143263,0.982266961,1.65373428,4.681217294,9.353225563,14.81678164,19.48763059,24.84525944,34.35021254,42.87448213,56.8054994
627,51.5,9.5,0.613739834,1.406847683,2.507333149,6.290733239,13.37582678,18.63854626,26.51316382,40.58636432,40.61680977,68.44707165,75.38516053
628,52.5,9.5,0.704843807,1.631141401,2.536185198,6.842475237,12.79087636,20.4022333,26.57882232,41.75631074,40.63526874,65.43146928,58.76810577
629,53.5,9.5,1.347363122,3.152595147,4.673008551,10.06354997,18.13453254,27.39410661,31.88930864,45.08182547,50.87426826,70.45935629,77.29850339
630,54.5,9.5,0.688092945,1.393613425,2.152586281,5.915993414,13.25258005,18.71449322,26.26589963,30.54658742,37.83274945,45.81321648,56.70166348
631,55.5,9.5,0.659202508,1.279328876,2.597501139,5.535009245,12.86113063,16.68510882,24.44566844,30.12296721,38.0296342,47.70102894,57.75599603
632,56.5,9.5,0.168293669,0.357264486,0.699873704,1.785997567,3.503811293,5.491123076,7.758924067,7.44000002,11.53837034,9.252484346,17.73375675
633,57.5,9.5,0.736287115,1.615118295,2.443666562,6.092017392,12.89626891,19.93551365,27.69786516,27.62454287,42.48236596,41.24005513,68.6710631
634,58.5,9.5,1.016211049,2.240408603,3.363459426,7.549742684,15.50861343,22.33885327,28.75190627,30.53316405,48.60521374,47.3448433,79.3240891
635,59.5,9.5,0.891027897,1.790218491,2.492858408,5.674087465,11.39646408,17.31594333,25.26562946,26.73032678,40.37081375,39.33199193,66.38439072
636,60.5,9.5,0.604337741,1.218139857,1.552875184,5.346677596,10.38126997,18.98754352,24.45143272,29.61670422,41.64874072,46.88537748,70.13963098
637,61.5,9.5,0.01236266,0.033359552,0.041310423,0.10945702,0.295646748,0.440070359,0.571762479,0.822690387,1.034876034,1.747660435,-0.249691306
638,62.5,9.5,0.011897431,0.025126605,0.038480808,0.119055143,0.243792165,0.328594746,0.460182228,0.669851151,0.882578636,1.835164201,1.506772068
639,63.5,9.5,0.018653976,0.036524836,0.054956449,0.15081799,0.341730528,0.45490963,0.653862575,0.710340427,1.239194444,0.85152185,0.219313099
640,0.5,10.5,0.485704311,0.850491088,1.616029272,4.7159904,8.657451632,15.10924275,20.70853245,31.22235887,33.20657709,52.80695592,53.90728091
641,1.5,10.5,0.465639664,0.784637939,2.034123395,4.803431671,9.05366519,13.5104736,17.86261474,28.94771547,32.00075035,47.48185684,54.32492831
642,2.5,10.5,0.445515394,0.873065458,1.881106871,4.889442764,9.189566905,11.08439046,16.85683261,24.48364047,29.12826069,40.50536134,48.92085305
643,3.5,10.5,0.513785729,0.993951922,2.101019897,5.776852843,7.651092185,12.43737182,18.93129091,24.64783883,30.48927051,42.75521333,47.4726678
644,4.5,10.5,0.530318937,0.927120658,2.151036502,6.141304327,9.035803338,14.41451263,19.45503277,28.11950168,35.06889833,49.47182619,59.69854259
645,5.5,10.5,0.761322567,1.337317675,3.204473151,6.222920402,12.19373504,15.49321405,20.18001857,27.22338433,34.16302063,45.7869794,56.82012889
646,6.5,10.5,0.502815082,0.883031266,1.805055964,4.941443463,7.746028431,12.37635623,15.63221734,23.18985557,26.51552228,39.15404911,41.80778173
647,7.5,10.5,0.469162701,0.824939648,1.712493343,4.330464193,6.640191757,10.54474731,13.28119056,22.05424039,23.98412754,39.69490324,40.28678159
648,8.5,10.5,0.460527118,0.795150681,1.948662041,4.90832724,6.987824194,11.14225834,15.70293492,23.39565801,24.90727622,38.37704391,40.5361528
649,9.5,10.5,0.546347202,0.8576455,1.747825788,5.050058765,7.502506548,11.72384416,16.52105793,25.86866622,28.83555784,43.4646769,49.2211798
650,10.5,10.5,0.766110658,1.242164317,2.733596921,7.004730281,13.68245137,15.43772059,25.81993174,29.49701205,37.22237467,49.35273678,59.30374576
651,11.5,10.5,0.846133937,1.420382099,3.632726782,8.842937476,16.26147189,18.14975018,26.76113417,29.77910188,39.49568637,49.40053589,62.40891905
652,12.5,10.5,1.166576751,1.624532861,4.598387749,8.025196386,15.18478996,18.88628733,29.78069414,32.26223006,47.18792295,55.10860149,72.24264662
653,13.5,10.5,0.723773282,1.02466494,1.683787804,5.296754695,9.715029462,13.69725837,21.55795626,24.69360819,35.90087687,40.12464806,56.96443418
654,14.5,10.5,0.866055034,1.012520564,2.723096916,7.252882142,16.4941309,21.34690985,30.71989486,32.04820143,46.74301781,51.68901045,68.90865987
655,15.5,10.5,0.743443782,1.233037558,2.923648728,8.216186001,16.53530409,20.2051017,27.39804659,30.97101586,47.08621711,50.16049421,72.00018793
656,16.5,10.5,0.910317736,1.709448675,4.362789753,11.42171135,17.59161396,23.31767372,29.65033258,31.80983232,47.38608721,53.95711963,80.03050222
657,17.5,10.5,0.655120759,1.519775534,2.192806105,5.564296903,12.08153562,14.23840498,25.3000003,30.73368941,43.19995633,57.26132361,72.968715
658,18.5,10.5,0.766662454,1.422318876,2.456316746,7.409659936,12.76956722,15.41472696,28.38407694,35.38670241,46.4185745,68.46258516,82.2308206
659,19.5,10.5,1.172891395,2.091755382,4.818157861,8.568668443,17.81223517,21.14159936,35.02489766,41.07475163,55.51252503,79.05947946,96.74089671
660,20.5,10.5,1.030888579,1.676337471,3.459806201,7.663397233,12.72054811,15.69122981,33.23832104,40.91311689,49.47986468,81.06324132,94.49035219
661,21.5,10.5,0.76476262,1.628249196,1.869773452,5.96610539,9.164603339,15.07254825,22.41552838,30.78339546,36.16301237,54.77446237,68.0108693
662,22.5,10.5,0.89330444,1.282754251,3.289607076,7.58798728,11.56948447,15.8789264,17.50239616,28.6137651,38.85483959,44.11603042,75.55616338
663,23.5,10.5,0.707421489,0.996051008,2.426469931,7.38648168,9.844260742,14.17757235,21.54901429,33.76220408,38.61450533,60.6789781,74.79656933
664,24.5,10.5,0.759686772,1.015785638,2.591022452,7.180406284,11.63361405,16.43776524,22.93438308,37.5334209,43.80531266,66.79180129,72.98054396
665,25.5,10.5,1.063463075,1.578187853,3.278032754,7.35377745,14.08275868,20.43113941,26.95808605,32.59066897,42.43811238,54.78644639,69.46630945
666,26.5,10.5,0.94994148,1.395383363,2.780297674,6.854921487,15.68185418,17.48048582,25.93275194,30.40949347,39.02308693,47.08224406,64.13081047
667,27.5,10.5,1.174817786,1.842172387,3.5885762,8.171660086,15.09846934,17.9353199,25.87083361,26.42409024,38.1799985,41.88895974,62.77207947
668,28.5,10.5,0.998203925,1.726532806,3.184393726,7.034999962,14.48846459,19.76583757,27.03364524,24.65198098,42.5788974,39.00624201,61.12977087
669,29.5,10.5,1.110375129,2.1232012,3.558568045,11.06863166,14.80962239,25.01181379,31.92237801,29.4411738,55.21479369,43.83566721,76.72045105
670,30.5,10.5,2.980596015,5.338437324,8.568534209,21.51884498,27.07069077,44.3280045,56.74296903,66.5234994,94.21562085,94.17919685,138.4620958
671,31.5,10.5,1.791623605,3.111506717,4.411282072,13.50248086,18.88018345,30.09217664,42.11957798,43.7480641,74.04712387,66.3602235,107.5206245
672,32.5,10.5,1.075190244,2.103146517,3.021428563,7.569495246,15.95881307,20.925165,31.48427697,31.1406896,49.18311073,60.3568082,81.85544753
673,33.5,10.5,3.640487461,6.625017687,13.30495259,33.92322935,46.57506934,72.89357434,100.6126467,121.6937109,141.1054016,195.0951183,227.1796261
674,34.5,10.5,3.451763047,5.451948478,8.571582091,30.18188234,47.22107016,87.32766949,130.8731714,146.6291178,150.0736376,248.4329565,241.6784552
675,35.5,10.5,1.550577677,2.430710163,3.626339129,11.72314988,20.15704984,28.66165135,36.36073978,37.77777258,64.56803087,66.35158609,91.53320285
676,36.5,10.5,0.834230703,1.658908127,2.947960279,7.498622196,12.83151987,18.84749969,24.20722079,31.3494428,40.30940514,48.84318832,65.32415758
677,37.5,10.5,0.612306653,1.512403721,2.487393558,6.167960584,10.83986392,17.51009559,22.32635709,34.45841036,41.20527217,60.48202295,65.57740118
678,38.5,10.5,0.662572038,1.359008935,1.834262877,6.537907303,10.61374414,16.94712081,21.02958533,31.13222939,35.74870176,51.43936294,55.35161786
679,39.5,10.5,0.72359662,1.712291584,3.057585631,6.595629555,12.96791693,17.84790408,25.65094911,34.62901488,43.91035341,57.80948581,70.43040928
680,40.5,10.5,0.742062144,1.688173336,3.355001624,7.09367781,17.59689175,18.93527054,28.08379745,33.19973845,43.3965336,49.47870004,77.23826768
681,41.5,10.5,1.69992722,3.082971246,4.253827198,10.55803772,20.33989225,24.88349244,38.32699622,35.46105231,63.33263599,68.07768208,83.49494932
682,42.5,10.5,2.307090107,3.725731799,5.480507305,15.17488858,27.37408849,44.07468414,52.50629407,45.475422,91.2990244,84.66930649,110.5247964
683,43.5,10.5,1.85950205,4.771281782,7.570177715,20.33449724,34.58502037,51.25761028,60.88728064,69.78663012,100.8197443,110.8456977,147.4660858
684,44.5,10.5,1.278579289,3.288808839,4.406307807,11.78285698,21.68565782,30.74773927,39.67114375,38.31704301,66.72684574,65.74737906,108.2052803
685,45.5,10.5,1.11684587,2.571063868,4.875296837,13.19107263,23.71094951,37.13986914,43.77365233,49.23281281,74.63128318,82.8601079,123.245217
686,46.5,10.5,1.551866408,2.761351665,5.297781088,14.89364171,29.58926175,42.13695889,44.87333141,52.94995256,95.88431794,91.25974488,155.0519394
687,47.5,10.5,0.656234166,1.469988309,2.54105427,6.75121803,15.48951991,20.37015838,30.14601572,31.66758295,57.68514811,51.4727499,94.85186206
688,48.5,10.5,1.16761606,2.193771652,4.05788606,12.97309811,21.05901183,29.14052545,39.38085011,41.91670305,63.59565646,76.6945353,104.5045429
689,49.5,10.5,1.19540441,2.236866176,4.083308656,10.09569713,19.27186074,25.09061166,33.39844654,40.48830371,61.85799285,73.26883096,104.5287572
690,50.5,10.5,0,0,0,0,0,0,0,0,0,2.808755447,-1.560123002
691,51.5,10.5,0.79605194,1.814428305,3.121174468,6.808944263,14.32827585,20.85188889,26.44136675,35.12357377,47.80188669,60.15568371,81.15522014
692,52.5,10.5,0.658619612,1.557062939,3.074219781,7.42118772,15.45067558,22.37483737,29.01893107,36.91897845,44.73117851,54.04615445,70.42359356
693,53.5,10.5,0.977238362,1.877470076,3.423781309,8.94352537,13.96751895,22.92905167,28.22346495,31.10515124,39.83194045,45.35793413,62.50171046
694,54.5,10.5,0.689783672,1.493207345,2.320018839,6.431191057,11.95601392,16.74507427,25.32758876,28.87493863,37.74312434,43.36814851,59.29993025
695,55.5,10.5,0.772122746,1.381691557,2.060096095,7.478773163,13.51205868,21.68398031,30.70874594,42.74198173,41.23172904,66.34159329,58.88253728
696,56.5,10.5,0.590525465,1.095282315,2.150817688,5.868532305,11.29491704,16.43274748,24.33475397,32.46536275,37.96119951,51.18362761,58.615046
697,57.5,10.5,0.69295015,1.373840622,2.199559146,5.582845743,12.58550842,18.24100286,27.73942302,27.34924162,40.96243848,40.12606302,64.51282926
698,58.5,10.5,1.095905291,2.238261569,4.218888701,11.56410262,19.17393035,31.15879711,42.49700966,48.12149725,61.89752906,75.64429552,97.60917852
699,59.5,10.5,1.07882092,1.914816383,3.158601462,14.08527826,19.67876062,29.72381339,37.80845104,43.07641111,60.3963266,67.50828696,99.24711291
700,60.5,10.5,0.681391769,1.535928419,2.527742708,6.949092247,13.94125249,20.73176186,26.40522024,30.513492,45.95760714,48.07946621,76.27099198
701,61.5,10.5,0.387507001,0.838263081,1.423342839,3.633946466,7.382765831,10.70101505,14.73493917,16.97857377,22.20825149,26.60411188,34.70108308
702,62.5,10.5,0.016325519,0.035299519,0.050156877,0.165160315,0.362171959,0.464985135,0.707779393,0.855206612,0.98358768,1.962036301,2.31436643
703,63.5,10.5,0.018837243,0.036230583,0.068681278,0.169056557,0.357768089,0.576105379,0.909281192,0.893117019,1.315168329,1.738388483,3.560388123
704,0.5,11.5,0.758469507,1.528055278,2.775677665,6.549954028,14.29233415,16.61697753,24.29020206,29.47901927,35.03642406,47.25891356,54.85102679
705,1.5,11.5,0.672215708,1.363832338,2.861749715,5.853842462,11.89656568,15.14129755,21.21388922,27.79394882,29.86151794,44.75184507,45.88519675
706,2.5,11.5,0.528082971,0.885989316,2.350289862,5.103633247,8.588177293,12.37499602,19.79458382,23.13361637,26.84600674,38.09384112,39.9699612
707,3.5,11.5,0.608956786,1.051649754,2.161248415,5.571384314,7.596770329,13.47752676,19.6804076,29.64715284,32.90535276,50.80432808,54.16263414
708,4.5,11.5,0.827915714,1.195502757,2.166628874,6.227041994,10.95011368,15.53576891,22.58785256,29.12246882,38.84784648,49.65115836,65.69173735
709,5.5,11.5,1.221437403,1.724779305,4.718502483,9.023979828,12.42659146,18.38973406,23.32206571,28.84629015,35.40094504,47.26758486,57.9244464
710,6.5,11.5,0.715982033,1.125966798,2.046200853,5.496307204,8.90503818,13.77590241,18.86961916,25.22403633,32.35201929,43.75554263,54.08294
711,7.5,11.5,0.5841573,0.970689344,1.803503413,4.286409264,7.008297952,10.83638852,16.93781223,24.733778,30.76108854,44.28568146,51.59425839
712,8.5,11.5,0.490103922,0.813419176,1.909428357,4.811333903,6.992338155,10.08160113,15.39521984,22.46475229,24.91753451,37.55656335,40.7937011
713,9.5,11.5,0.566167859,1.026082519,2.258129538,5.158466277,10.63398051,13.49139864,19.12579339,26.76841511,34.08085069,43.36447114,56.22833713
714,10.5,11.5,1.080485389,1.641877119,3.123550461,8.634517997,18.02329393,22.64437996,28.80923787,34.69731767,46.11458033,54.05228129,73.14063779
715,11.5,11.5,1.352229847,2.040099199,4.132961624,15.86639882,21.91482052,26.69913813,32.99071699,41.85086,53.44729658,65.48445914,84.85067873
716,12.5,11.5,1.225911359,1.984869763,4.405925692,11.07139797,16.44727381,22.02871847,28.86707586,30.87671965,43.43987411,48.12609737,63.91161955
717,13.5,11.5,0.870849819,1.778408087,2.736481129,7.523927293,16.40042314,16.6216934,29.13600406,30.54576915,42.25848405,52.30836653,62.28656719
718,14.5,11.5,0.922396089,1.591952807,2.737074872,8.395015876,15.20756932,20.02668309,27.9729044,30.58071493,45.16907015,49.41144338,67.16656161
719,15.5,11.5,1.378748922,2.569625664,5.988838806,16.34092018,25.08294173,39.38431682,48.2854525,58.07120218,89.65586145,87.14686735,139.4721931
720,16.5,11.5,0.915202492,1.651769554,3.478303126,9.169661642,18.17153064,26.6360345,33.73753301,36.98187628,70.48826613,65.86236532,116.5132705
721,17.5,11.5,0.805296046,1.368045783,2.713941571,8.133989188,14.88269379,18.96582487,29.62175679,31.84620733,40.22546282,59.92365727,67.38365436
722,18.5,11.5,0.790570423,1.435050422,2.286012915,5.385282002,13.31587172,17.68949147,27.89813796,40.66055304,43.1437482,73.31077702,80.35803468
723,19.5,11.5,0.829077392,1.503916716,3.078929708,7.124712565,13.40802634,16.57714025,31.32743866,42.42722182,51.56230652,79.6573688,91.60605121
724,20.5,11.5,0.929278109,1.769325245,3.497417,8.01249352,16.12795138,19.26127619,32.58652184,34.61369422,39.3746418,73.62656196,69.80175674
725,21.5,11.5,0.849066216,1.532264442,2.332480779,6.000311414,12.52946749,16.44383886,23.88825316,30.29896757,38.54743722,55.05876932,70.40597565
726,22.5,11.5,0.751890504,1.344733774,2.355729152,7.062227007,14.20694252,17.18768191,23.70952107,30.02899636,43.83214299,55.52465325,77.16366445
727,23.5,11.5,0.684684602,1.331750765,2.297541508,6.363501529,11.20237025,17.41349889,25.61991272,39.71718728,40.30198955,71.48568087,80.77168105
728,24.5,11.5,0.779969905,1.316438243,2.165260796,7.236918997,10.34088411,17.53196895,24.44718386,39.49798706,46.03390457,67.28786045,76.05829279
729,25.5,11.5,0.11224539,0.157732938,0.307413467,0.813190724,1.346607618,2.44712463,2.676181765,4.063014322,4.775785301,6.161282511,5.751921978
730,26.5,11.5,0.865162757,1.818430235,2.320980753,6.198111217,10.82975221,22.42935398,28.39344279,39.25432355,47.67949751,63.50018644,79.3836299
731,27.5,11.5,0.633202143,1.521437272,2.329744264,6.456486751,12.81308842,16.72814891,26.70605554,32.6460735,39.13670252,51.84737651,64.04224314
732,28.5,11.5,0.75455133,1.410159754,2.521108954,7.423336621,16.15174681,18.19438832,28.08829509,34.62487084,42.35008765,53.36676111,60.04371947
733,29.5,11.5,1.103578964,2.063120973,3.166425206,8.217485443,16.93558752,20.4948564,27.82992073,27.04761345,50.50720575,45.55710863,65.86282206
734,30.5,11.5,1.959951821,3.116888553,6.388227649,16.44474283,21.77613589,36.42727376,45.6607507,42.76347634,83.39639715,62.07743982,114.9816569
735,31.5,11.5,3.39529836,6.484567753,12.80147292,31.28226985,59.57879223,76.22503346,109.4358119,120.7724833,145.7159797,189.9829568,210.5207783
736,32.5,11.5,3.119287718,5.322134416,8.154741652,23.9660286,26.08371165,39.51658809,52.41061648,44.94933488,88.40779127,81.53594293,111.3188692
737,33.5,11.5,3.664382919,6.498556424,12.32217709,30.59380526,48.42420152,59.78720253,91.9947126,95.6561938,135.2143385,157.5605536,194.4524847
738,34.5,11.5,3.80383176,7.150364765,11.19613005,40.078163,60.74703208,81.24218205,125.5158223,134.0025308,162.6451218,225.8718441,248.0946607
739,35.5,11.5,3.10098252,4.947867147,7.988534923,36.47195089,40.67134663,60.86829668,78.22105661,74.56082535,123.7704503,128.7760804,181.5397296
740,36.5,11.5,1.279536576,2.425152537,4.168061258,12.89689919,22.37687066,30.46795638,37.91729625,39.16030344,64.51917262,57.60820583,109.6314429
741,37.5,11.5,0.718579521,1.538001173,2.524243054,6.065307777,11.6297381,19.50240157,25.89381655,37.97621781,43.41571209,62.09175286,67.14070593
742,38.5,11.5,0.541292998,1.12558782,1.997978768,6.270227315,10.54804261,14.30229466,17.14100192,29.05967856,30.67398329,51.79232656,47.31092239
743,39.5,11.5,0.59435965,1.210703291,2.751308845,6.252998952,12.26807673,17.77591952,23.15161699,38.29633544,38.24366068,65.73332539,58.23858043
744,40.5,11.5,0.620194373,1.381317007,3.198793404,8.086820456,15.44010663,19.85723229,23.00674273,34.39732774,43.65625765,47.78124891,70.01307577
745,41.5,11.5,0.966259804,1.894708048,2.852371209,7.01969954,14.74189282,21.69371574,26.17772601,34.24808247,48.12148377,52.20831715,72.37754178
746,42.5,11.5,1.20649188,2.404334936,3.635852928,11.12239902,21.89933228,28.96051811,40.82867077,40.01461875,59.89777175,68.42152988,84.05988469
747,43.5,11.5,1.930852123,4.585051641,6.690534351,37.31770188,67.42567401,88.65367281,124.7029972,157.9175609,153.5927272,258.0636108,278.9589281
748,44.5,11.5,1.033410366,2.904547751,3.958930867,11.32802517,21.98054614,23.87721503,35.55177246,36.49785569,56.11257003,60.77910414,90.78111833
749,45.5,11.5,1.34676787,2.399495946,4.236858244,11.54729379,21.62929911,25.37143933,33.98098267,31.42128008,57.57443735,56.13037136,90.91905333
750,46.5,11.5,1.213392504,1.983258039,3.203224619,9.60053023,20.12999158,27.8453487,32.06931555,33.642189,57.96377494,61.40897967,90.61649725
751,47.5,11.5,0.932114307,1.851655728,4.193350231,10.25867597,18.73868229,25.65895433,35.49076167,39.77768989,61.66795217,68.98785464,101.7390897
752,48.5,11.5,1.075762365,1.993583526,3.171266921,10.2236324,17.63417652,25.84860573,38.0447476,44.45134646,65.8051555,78.90648617,110.3880224
753,49.5,11.5,1.195831055,1.851787662,4.835021873,11.21813403,24.42754834,34.99642501,38.99499432,45.02187234,71.91395884,78.9336516,121.0158627
754,50.5,11.5,0.796391312,1.681424332,2.760399761,8.051041135,14.96154848,20.08432067,34.80874645,36.1651328,54.52474353,67.34810184,89.10221692
755,51.5,11.5,0.015256419,0.031834622,0.07453011,0.194867,0.391328944,0.592412626,0.662666181,0.939653514,1.406302122,2.723316683,-0.253076565
756,52.5,11.5,0.974416305,1.726175821,2.576109637,6.515243833,13.27568586,18.56682895,25.30258138,32.66729112,40.15597741,54.16401246,60.21083224
757,53.5,11.5,0.799941229,1.66551133,2.483943562,7.248558146,12.34583981,18.94931097,24.59053211,26.63623362,40.37159334,38.66769149,65.15173798
758,54.5,11.5,0.800220813,1.593734001,2.564772725,7.070780115,13.29488261,18.59734466,25.55444803,27.59597913,39.73598563,39.98767567,62.12988856
759,55.5,11.5,1.073265054,2.160511486,3.424843332,10.08871599,12.59057135,21.90262587,30.68494265,34.94862078,40.39032192,52.6608586,58.62184398
760,56.5,11.5,1.221323992,2.514187431,4.029928873,10.06247041,16.79990367,23.84193801,32.24346105,40.94470145,45.59054952,65.11203341,68.53429577
761,57.5,11.5,1.327628611,2.42712638,3.87895237,9.225052002,15.48293456,22.79076999,27.05819937,26.5366551,43.84206334,38.9599167,74.66739614
762,58.5,11.5,1.182470303,2.03433058,3.197953271,11.19115967,16.45254214,23.8134439,30.41332977,31.88809032,49.55140932,46.79426494,79.23327136
763,59.5,11.5,1.06173593,1.97966619,3.313963451,8.327274152,17.4317145,22.83628692,31.1823955,38.78196109,53.88781004,62.82110128,87.13243003
764,60.5,11.5,0.704006896,1.230955586,2.44349324,7.704557444,14.80020533,19.2490155,27.25933136,27.8963526,47.32197788,39.4933201,83.30438461
765,61.5,11.5,0.748734825,1.393741152,2.716464086,8.708429522,15.23044958,19.57668519,26.70987155,29.30163639,44.33976695,43.06760003,76.77598328
766,62.5,11.5,0.021307002,0.044505219,0.08602972,0.186890314,0.34725983,0.583001812,0.727414599,0.868872393,1.148475176,2.309617892,3.592836316
767,63.5,11.5,0.020134467,0.039099977,0.084718503,0.199709933,0.463844746,0.61847759,0.752719723,0.88471762,1.297471098,1.429228316,2.269140485
768,0.5,12.5,1.130747801,2.514085528,3.851271064,10.08581626,15.48132988,21.64044131,29.83616453,30.00058112,45.6103454,50.52804277,71.49741331
769,1.5,12.5,0.555583119,1.365480783,2.367881318,5.310129921,10.73592168,13.70839373,19.16956568,24.03158939,39.52604224,39.93280182,63.26899683
770,2.5,12.5,0.512979732,0.97568655,2.36248341,4.98168872,9.658200125,13.7438379,18.59432605,23.62609475,32.50644407,37.5071427,53.79122618
771,3.5,12.5,0.578010225,1.020464424,2.339548267,5.861784532,8.993268494,14.3279232,20.60646235,26.79399572,36.095402,46.80552308,56.87560472
772,4.5,12.5,0.751603574,1.078518196,2.164321637,5.871666254,8.704514442,14.01274814,21.50362671,30.8082236,37.34677175,56.49724817,66.32271212
773,5.5,12.5,0.640923077,1.05165872,1.938455766,6.404188207,8.513164268,13.47727075,20.32557989,26.02776619,35.05991058,47.15507537,61.97873529
774,6.5,12.5,0.687264505,1.066499792,1.867553879,5.394478709,8.099144146,12.09056008,18.54932302,24.8467483,26.83679979,45.6484316,48.37980839
775,7.5,12.5,0.531128446,0.861389279,1.784052089,5.200776936,7.33217803,10.62828636,15.27731416,22.10550398,29.10113888,40.92931792,52.70331056
776,8.5,12.5,0.548609224,0.815871029,1.744451933,5.614142891,7.785186004,11.74643871,16.04934327,24.47319774,28.00802326,43.04975867,42.80836061
777,9.5,12.5,0.510394497,0.929378256,2.208027103,5.207997247,11.31108002,14.43837922,21.46128414,27.68870706,35.11554771,45.25287328,57.14980057
778,10.5,12.5,0.76707695,1.254415693,2.537739784,5.588303932,9.443592142,14.66199097,23.4562781,30.91447463,37.30654588,51.47868315,58.96555965
779,11.5,12.5,0.907331443,1.385559097,2.462936322,6.96756275,12.73002172,17.19885554,25.37378707,29.9958048,34.94810342,45.76551618,56.84717213
780,12.5,12.5,1.232112828,1.644636781,3.705969122,8.270884559,15.08770613,15.84499587,29.13317511,32.43483385,39.98764882,58.39281264,61.2031891
781,13.5,12.5,0.92420175,1.581955959,2.301652389,7.850092852,10.89719433,14.34046855,26.53742641,26.89064473,43.2324457,46.89143645,65.49442003
782,14.5,12.5,0.94188291,1.470126942,3.219705641,7.856012205,16.66785934,19.4493957,30.14080193,30.29097773,44.38000504,53.01882865,70.44862012
783,15.5,12.5,1.109705876,2.124656221,4.372610866,10.48860758,19.02083653,21.50273529,31.75448908,33.49438675,58.12743789,61.27636713,88.37488624
784,16.5,12.5,1.685059512,3.030580725,6.667337459,16.30121696,24.38985697,39.87412334,61.64246443,58.91897627,108.1058687,106.473563,147.1739172
785,17.5,12.5,0.351650523,0.572174634,0.988077918,2.348517672,4.642782907,6.853931044,8.31704406,8.310614943,14.48518467,16.58134945,18.90951692
786,18.5,12.5,0,0,0,0,0,0,0,0,0,-1.805896339,0.075864627
787,19.5,12.5,0.962041244,1.358248852,2.877425051,8.110809572,19.13940307,21.95007304,34.32834175,33.16382303,51.15800274,64.16504841,67.80952813
788,20.5,12.5,0.845466844,1.313580783,2.95141412,8.297512735,16.27838175,17.47805595,28.2006043,30.33980528,41.67365233,51.99303974,68.57162542
789,21.5,12.5,0.880081826,1.40344042,2.886037855,8.070138487,15.11638415,20.27975202,26.74762562,30.90558164,49.36535284,52.6314961,80.15707353
790,22.5,12.5,0.733387571,1.413359563,2.097178878,6.752162231,13.22821944,17.75742715,28.54400009,25.89317486,44.56345726,51.30029865,68.09938384
791,23.5,12.5,0.668698355,1.404575948,2.502482433,6.496389763,13.03844892,17.43799694,27.63594926,32.52845639,43.19997713,57.99242049,70.83327886
792,24.5,12.5,0.666932427,1.188925417,2.158535093,6.538209438,11.5980018,17.56223784,27.20784647,27.41587931,40.49728729,39.85291901,60.25398553
793,25.5,12.5,1.018908357,1.459026447,3.128926265,6.854308575,12.81294951,19.43616255,25.82278514,26.85150087,42.53536852,34.6979155,64.04206117
794,26.5,12.5,0.78209455,1.467742,2.24349072,6.2116495,14.54594476,17.10215038,25.44003578,28.8564619,42.27041528,46.04744933,66.95786937
795,27.5,12.5,0,0,0,0,0,0,0,0,0,-2.573746233,-0.785159697
796,28.5,12.5,0.87769408,1.626873855,2.831078737,7.789620533,13.74417348,19.77321521,28.69279086,29.26005384,45.30359506,50.52640731,58.95522729
797,29.5,12.5,1.780660877,3.343754202,5.933688336,15.92262864,26.2569909,38.32836389,55.66224051,53.92298893,78.63673104,87.90210708,109.5952782
798,30.5,12.5,2.436363363,3.78884932,5.725287242,20.87872787,22.52694692,33.62365518,45.31099946,41.6611586,71.00524729,70.592357,91.04397537
799,31.5,12.5,2.888697255,4.871003712,9.326768492,33.80791272,49.54893455,69.92026784,102.9796947,112.5440631,130.1507055,186.2098503,188.479118
800,32.5,12.5,3.874412636,6.56435316,11.36895493,42.01789344,59.71289626,83.56129975,116.2166511,146.6776624,162.343789,212.0993721,234.2277608
801,33.5,12.5,4.424145656,8.207448494,14.9724551,32.70168302,65.09220107,69.17433536,119.7973739,148.0784129,186.0023348,222.3514943,270.8356747
802,34.5,12.5,4.010819372,7.409740604,12.6849966,37.44010588,64.08296841,80.71238705,125.526413,146.1919146,174.0587339,209.4520385,243.0237007
803,35.5,12.5,3.208045687,5.754851056,12.78673124,40.27762528,59.1522193,105.3095574,152.484607,171.2167371,162.2889915,256.5914446,219.4832655
804,36.5,12.5,1.385085022,2.303951652,3.977707918,11.04365343,17.94687212,24.88362335,33.93649866,34.75459943,56.39300123,64.37237886,77.52535073
